"date","event","rating","viewers","show","year","month"
2002-03-07,"WWF SmackDown #134",3.4,0,"smackdown",2002,3
2002-02-28,"WWF SmackDown #133",3.8,0,"smackdown",2002,2
2002-02-21,"WWF SmackDown #132",4.5,0,"smackdown",2002,2
2002-02-14,"WWF SmackDown #131",3.9,0,"smackdown",2002,2
2002-02-07,"WWF SmackDown #130",4.1,0,"smackdown",2002,2
2002-01-31,"WWF SmackDown #129",3.9,0,"smackdown",2002,1
2002-01-24,"WWF SmackDown #128",4.2,0,"smackdown",2002,1
2002-01-17,"WWF SmackDown #127",4,0,"smackdown",2002,1
2002-01-10,"WWF SmackDown #126",4,0,"smackdown",2002,1
2002-01-03,"WWF SmackDown #125",3.8,0,"smackdown",2002,1
2001-12-27,"WWF SmackDown! #124",3.9,0,"smackdown",2001,12
2001-12-20,"WWF SmackDown! #123",3.8,0,"smackdown",2001,12
2001-12-13,"WWF SmackDown! #122",3.6,0,"smackdown",2001,12
2001-12-06,"WWF SmackDown! #121",4.2,0,"smackdown",2001,12
2001-11-22,"WWF SmackDown! #119",3.7,0,"smackdown",2001,11
2001-11-15,"WWF SmackDown! #118",4.5,0,"smackdown",2001,11
2001-11-08,"WWF SmackDown! #117",4.1,0,"smackdown",2001,11
2001-11-01,"WWF SmackDown! #116",3.9,0,"smackdown",2001,11
2001-10-25,"WWF SmackDown! #115",4,0,"smackdown",2001,10
2001-10-18,"WWF SmackDown! #114",3.6,0,"smackdown",2001,10
2001-10-11,"WWF SmackDown! #113",3.9,0,"smackdown",2001,10
2001-10-04,"WWF SmackDown! #112",3.7,0,"smackdown",2001,10
2001-09-27,"WWF SmackDown! #111",3.9,0,"smackdown",2001,9
2001-09-20,"WWF SmackDown! #110",3.9,0,"smackdown",2001,9
2001-09-13,"WWF SmackDown! #109",3.6,0,"smackdown",2001,9
2001-09-04,"WWF SmackDown! #108",3.4,0,"smackdown",2001,9
2001-08-30,"WWF SmackDown! #107",3.9,0,"smackdown",2001,8
2001-08-23,"WWF SmackDown! #106",4.3,0,"smackdown",2001,8
2001-08-16,"WWF SmackDown! #105",4.3,0,"smackdown",2001,8
2001-08-09,"WWF SmackDown! #104",4.2,0,"smackdown",2001,8
2001-08-02,"WWF SmackDown! #103",4.7,0,"smackdown",2001,8
2001-07-26,"WWF SmackDown! #102",4.3,0,"smackdown",2001,7
2001-07-19,"WWF SmackDown! #101",3.9,0,"smackdown",2001,7
2001-07-12,"WWF SmackDown! #100",4,0,"smackdown",2001,7
2001-07-05,"WWF SmackDown! #99",3.8,0,"smackdown",2001,7
2001-06-28,"WWF SmackDown! #98",3.7,0,"smackdown",2001,6
2001-06-21,"WWF SmackDown! #97",3.6,0,"smackdown",2001,6
2001-06-14,"WWF SmackDown! #96",3.2,0,"smackdown",2001,6
2001-06-07,"WWF SmackDown! #95",3.9,0,"smackdown",2001,6
2001-05-31,"WWF SmackDown! #94",4.2,0,"smackdown",2001,5
2001-05-24,"WWF SmackDown! #93",3.9,0,"smackdown",2001,5
2001-05-17,"WWF SmackDown! #92",4,0,"smackdown",2001,5
2001-05-10,"WWF SmackDown! #91",3.7,0,"smackdown",2001,5
2001-05-03,"WWF SmackDown! #90",4.1,0,"smackdown",2001,5
2001-04-26,"WWF SmackDown! #89",3.7,0,"smackdown",2001,4
2001-04-19,"WWF SmackDown! #88",4.2,0,"smackdown",2001,4
2001-04-12,"WWF SmackDown! #87",3.7,0,"smackdown",2001,4
2001-04-05,"WWF SmackDown! #86",4.3,0,"smackdown",2001,4
2001-03-29,"WWF SmackDown! #85",4.9,0,"smackdown",2001,3
2001-03-22,"WWF SmackDown! #84",4.2,0,"smackdown",2001,3
2001-03-15,"WWF SmackDown! #83",4.3,0,"smackdown",2001,3
2001-03-08,"WWF SmackDown! #82",3.9,0,"smackdown",2001,3
2001-03-01,"WWF SmackDown! #81",4.5,0,"smackdown",2001,3
2001-02-22,"WWF SmackDown! #80",4.5,0,"smackdown",2001,2
2001-02-15,"WWF SmackDown! #79",4.3,0,"smackdown",2001,2
2001-02-08,"WWF SmackDown! #78",4,0,"smackdown",2001,2
2001-02-01,"WWF SmackDown! #77",4,0,"smackdown",2001,2
2001-01-25,"WWF SmackDown! #76",4.9,0,"smackdown",2001,1
2001-01-18,"WWF SmackDown! #75",4.5,0,"smackdown",2001,1
2001-01-11,"WWF SmackDown! #74",4.8,0,"smackdown",2001,1
2001-01-04,"WWF SmackDown! #73",4.4,0,"smackdown",2001,1
2000-12-28,"WWF SmackDown! #72",3.8,0,"smackdown",2000,12
2000-12-21,"WWF SmackDown! #71",4.5,0,"smackdown",2000,12
2000-12-14,"WWF SmackDown! #70",4.9,0,"smackdown",2000,12
2000-12-07,"WWF SmackDown! #69",5,0,"smackdown",2000,12
2000-11-30,"WWF SmackDown! #68",4.4,0,"smackdown",2000,11
2000-11-23,"WWF SmackDown! #67",3.3,0,"smackdown",2000,11
2000-11-16,"WWF SmackDown! #66",4.8,0,"smackdown",2000,11
2000-11-09,"WWF SmackDown! #65",4.9,0,"smackdown",2000,11
2000-11-02,"WWF SmackDown! #64",5,0,"smackdown",2000,11
2000-10-26,"WWF SmackDown! #63",4.7,0,"smackdown",2000,10
2000-10-19,"WWF SmackDown! #62",4.6,0,"smackdown",2000,10
2000-10-12,"WWF SmackDown! #61",4.7,0,"smackdown",2000,10
2000-10-05,"WWF SmackDown! #60",4.7,0,"smackdown",2000,10
2000-09-28,"WWF SmackDown! #59",4.7,0,"smackdown",2000,9
2000-09-21,"WWF SmackDown! #58",4.9,0,"smackdown",2000,9
2000-09-14,"WWF SmackDown! #57",4.7,0,"smackdown",2000,9
2000-09-07,"WWF SmackDown! #56",5,0,"smackdown",2000,9
2000-08-31,"WWF SmackDown! #55",4.3,0,"smackdown",2000,8
2000-08-24,"WWF SmackDown! #54",4.7,0,"smackdown",2000,8
2000-08-17,"WWF SmackDown! #53",4.7,0,"smackdown",2000,8
2000-08-10,"WWF SmackDown! #52",4.6,0,"smackdown",2000,8
2000-08-03,"WWF SmackDown! #51",4.6,0,"smackdown",2000,8
2000-07-27,"WWF SmackDown! #50",4.8,0,"smackdown",2000,7
2000-07-20,"WWF SmackDown! #49",4.4,0,"smackdown",2000,7
2000-07-13,"WWF SmackDown! #48",4,0,"smackdown",2000,7
2000-07-06,"WWF SmackDown! #47",4.3,0,"smackdown",2000,7
2000-06-29,"WWF SmackDown! #46",4.6,0,"smackdown",2000,6
2000-06-22,"WWF SmackDown! #45",4.2,0,"smackdown",2000,6
2000-06-15,"WWF SmackDown! #44",4.6,0,"smackdown",2000,6
2000-06-08,"WWF SmackDown! #43",5,0,"smackdown",2000,6
2000-06-01,"WWF SmackDown! #42",4.8,0,"smackdown",2000,6
2000-05-25,"WWF SmackDown! #41",4.5,0,"smackdown",2000,5
2000-05-18,"WWF SmackDown! #40",4.3,0,"smackdown",2000,5
2000-05-11,"WWF SmackDown! #39",5,0,"smackdown",2000,5
2000-05-04,"WWF SmackDown! #38",5.3,0,"smackdown",2000,5
2000-04-27,"WWF SmackDown! #37",5.4,0,"smackdown",2000,4
2000-04-20,"WWF SmackDown! #36",5.2,0,"smackdown",2000,4
2000-04-13,"WWF SmackDown! #35",4.7,0,"smackdown",2000,4
2000-04-06,"WWF SmackDown! #34",4.6,0,"smackdown",2000,4
2000-03-30,"WWF SmackDown! #33",5.3,0,"smackdown",2000,3
2000-03-23,"WWF SmackDown! #32",4.8,0,"smackdown",2000,3
2000-03-16,"WWF SmackDown! #31",4.8,0,"smackdown",2000,3
2000-03-09,"WWF SmackDown! #30",4.5,0,"smackdown",2000,3
2000-03-02,"WWF SmackDown! #29",4.9,0,"smackdown",2000,3
2000-02-24,"WWF SmackDown! #28",4.9,0,"smackdown",2000,2
2000-02-17,"WWF SmackDown! #27",4.9,0,"smackdown",2000,2
2000-02-10,"WWF SmackDown! #26",5.2,0,"smackdown",2000,2
2000-02-03,"WWF SmackDown! #25",4.7,0,"smackdown",2000,2
2000-01-27,"WWF SmackDown! #24",5.4,0,"smackdown",2000,1
2000-01-20,"WWF SmackDown! #23",5.4,0,"smackdown",2000,1
2000-01-13,"WWF SmackDown! #22",5,0,"smackdown",2000,1
2000-01-06,"WWF SmackDown! #21",5.8,0,"smackdown",2000,1
1999-12-30,"WWF SmackDown! #20",4,0,"smackdown",1999,12
1999-12-23,"WWF SmackDown! #19",4.4,0,"smackdown",1999,12
1999-12-16,"WWF SmackDown! #18",4.4,0,"smackdown",1999,12
1999-12-09,"WWF SmackDown! #17",4.3,0,"smackdown",1999,12
1999-12-02,"WWF SmackDown! #16",4.6,0,"smackdown",1999,12
1999-11-25,"WWF SmackDown! #15",3.8,0,"smackdown",1999,11
1999-11-18,"WWF SmackDown! #14",4.6,0,"smackdown",1999,11
1999-11-11,"WWF SmackDown! #13",5.1,0,"smackdown",1999,11
1999-11-04,"WWF SmackDown! #12",4.8,0,"smackdown",1999,11
1999-10-28,"WWF SmackDown! #11",4.8,0,"smackdown",1999,10
1999-10-21,"WWF SmackDown! #10",4.8,0,"smackdown",1999,10
1999-10-14,"WWF SmackDown! #9",4.6,0,"smackdown",1999,10
1999-10-07,"WWF SmackDown! #8",4.4,0,"smackdown",1999,10
1999-09-30,"WWF SmackDown! #7",4.1,0,"smackdown",1999,9
1999-09-23,"WWF SmackDown! #6",4.3,0,"smackdown",1999,9
1999-09-16,"WWF SmackDown! #5",4.5,0,"smackdown",1999,9
1999-09-09,"WWF SmackDown! #4",3.6,0,"smackdown",1999,9
1999-09-02,"WWF SmackDown! #3",3.7,0,"smackdown",1999,9
1999-08-26,"WWF SmackDown! #2",4.2,0,"smackdown",1999,8
1999-04-29,"WWF SmackDown! #1",5.8,0,"smackdown",1999,4
